uri,artist,album,name,artists,track_number,duration_ms,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,genre,long_name
spotify:track:3vgnIekbnEgNZ53VqunEYB,ZAYN,Icarus Falls,You Wish You Knew,['ZAYN'],16,205573,True,0.34600000000000003,0.769,0.536,0.000874,0.086,-7.6320000000000014,0.374,119.939,0.63,9,pop,You Wish You Knew
spotify:track:2Xvzd7yz7JHixeAy0KbQ1i,ZAYN,Icarus Falls,Sour Diesel,['ZAYN'],17,243946,False,0.00285,0.6659999999999999,0.8079999999999999,0.00836,0.096,-4.31,0.0392,94.997,0.5870000000000001,17,pop,Sour Diesel
spotify:track:5aQuWJH8QKETB9vk6V8RRf,ZAYN,Icarus Falls,Satisfaction,['ZAYN'],18,208000,False,0.904,0.594,0.382,0.00162,0.112,-11.533,0.16399999999999998,82.454,0.22,10,pop,Satisfaction
spotify:track:7F6oJBTHy9KOmfsrlAWMnp,ZAYN,Icarus Falls,Scripted,['ZAYN'],19,221520,False,0.471,0.605,0.659,0.00343,0.0864,-6.125,0.0559,128.042,0.28800000000000003,8,pop,Scripted
spotify:track:2YOv28AjqTpcdpGEywHjn5,ZAYN,Icarus Falls,Entertainer,['ZAYN'],20,202600,True,0.475,0.696,0.568,2.44e-05,0.0922,-8.017000000000001,0.0369,153.93,0.504,32,pop,Entertainer
spotify:track:0bLowXLgdIJpwshdIh2SGi,ZAYN,Icarus Falls,All That,['ZAYN'],21,199400,False,0.118,0.6,0.528,4.9e-05,0.102,-6.159,0.0563,139.86700000000002,0.26,8,pop,All That
spotify:track:7oF2B0C0JBPWv024xRk62i,ZAYN,Icarus Falls,Good Years,['ZAYN'],22,180120,False,0.55,0.638,0.411,0.0,0.141,-5.979,0.042,96.969,0.158,40,pop,Good Years
spotify:track:001EUfePM0bNr45cJ7OMOV,ZAYN,Icarus Falls,Fresh Air,['ZAYN'],23,168040,True,0.526,0.456,0.493,0.00946,0.256,-7.962999999999999,0.476,119.355,0.609,7,pop,Fresh Air
spotify:track:0uO63e6oJSKKz7qGtHKikg,ZAYN,Icarus Falls,Rainberry,['ZAYN'],24,171133,False,0.595,0.638,0.403,0.0,0.382,-8.732000000000001,0.159,91.971,0.7809999999999999,23,pop,Rainberry
spotify:track:0MwZZxex2njNRGVZlNqwrW,ZAYN,Icarus Falls,Insomnia,['ZAYN'],25,175773,False,0.4320000000000001,0.4,0.6629999999999999,0.0,0.0886,-6.042000000000002,0.199,81.17399999999998,0.321,10,pop,Insomnia
spotify:track:38gix3fEAIc2uQsGUSd9uz,ZAYN,Icarus Falls,No Candle No Light,"['ZAYN', 'Nicki Minaj']",26,195026,False,0.0171,0.619,0.752,0.000107,0.0949,-4.22,0.0496,122.133,0.462,25,pop,No Candle No Light (feat. Nicki Minaj)
spotify:track:6DHpk38JGxvdOZHO087p29,ZAYN,Icarus Falls,Fingers,['ZAYN'],27,171240,True,0.34600000000000003,0.522,0.434,9.01e-06,0.107,-9.237,0.179,106.672,0.5589999999999999,23,pop,Fingers
spotify:track:3RBHLxDbuEonljVAlGfRcg,ZAYN,Icarus Falls,Too Much,"['ZAYN', 'Timbaland']",28,187160,True,0.00441,0.469,0.645,0.0004730000000000001,0.0855,-4.4430000000000005,0.0515,96.094,0.305,24,pop,Too Much (feat. Timbaland)
spotify:track:5wkq8re1ejJ9gXFtx6Dq7O,ZAYN,Icarus Falls,Still Got Time,"['ZAYN', 'PARTYNEXTDOOR']",29,188490,False,0.131,0.748,0.627,0.0,0.0852,-6.029,0.0644,120.963,0.524,13,pop,Still Got Time (feat. PARTYNEXTDOOR)
spotify:track:25gECGQmjt6VMMAuPekofa,ZAYN,LIKE I WOULD (The Remixes),LIKE I WOULD - The White Panda Remix,"['ZAYN', 'White Panda']",1,198073,False,0.3670000000000001,0.632,0.773,0.0,0.107,-4.603,0.0405,121.883,0.605,42,pop,LIKE I WOULD - The White Panda Remix
spotify:track:2MxNtn1QFXuXhaZ2hK4iMV,ZAYN,LIKE I WOULD (The Remixes),LIKE I WOULD - Lenno Remix,['ZAYN'],2,276637,False,0.0040100000000000005,0.769,0.8290000000000001,0.00017,0.0411,-4.327,0.0843,112.991,0.534,28,pop,LIKE I WOULD - Lenno Remix
spotify:track:0Qr56LFuNj4Ncf6RLOv3Od,ZAYN,LIKE I WOULD (The Remixes),LIKE I WOULD - Sharam Jey Remix,['ZAYN'],3,281045,False,0.00136,0.617,0.916,0.218,0.0395,-4.026,0.049,117.999,0.362,26,pop,LIKE I WOULD - Sharam Jey Remix
spotify:track:1htzbmpAYnmTjoYfY3QLlJ,ZAYN,LIKE I WOULD (The Remixes),LIKE I WOULD - Oliver Nelson Remix,['ZAYN'],4,236628,False,0.0289,0.674,0.905,0.0,0.146,-3.797,0.104,113.006,0.733,33,pop,LIKE I WOULD - Oliver Nelson Remix
spotify:track:22ps3KimZMRByWUdG6bLO8,ZAYN,LIKE I WOULD (The Remixes),LIKE I WOULD - Dave Audé Mix,['ZAYN'],5,226118,False,0.0855,0.716,0.911,0.0,0.14,-3.4330000000000003,0.0538,123.925,0.4,31,pop,LIKE I WOULD - Dave Audé Mix
spotify:track:48nh50nmRNsBgPKINTvVmd,ZAYN,LIKE I WOULD (The Remixes),LIKE I WOULD - Rytmeklubben Remix,"['ZAYN', 'Rytmeklubben']",6,202000,False,0.24,0.545,0.7609999999999999,8.8e-05,0.0781,-5.151,0.0667,119.947,0.38,27,pop,LIKE I WOULD - Rytmeklubben Remix
spotify:track:7aqtvaCgMfxCyNwlreGcrF,ZAYN,LIKE I WOULD (The Remixes),LIKE I WOULD - Troyboi Remix,['ZAYN'],7,210265,False,0.00306,0.551,0.7909999999999999,0.0,0.0765,-5.417999999999998,0.0662,112.904,0.5539999999999999,36,pop,LIKE I WOULD - Troyboi Remix
spotify:track:2cvFLZPAQoGeQnIRPt2LHE,ZAYN,Mind Of Mine (Deluxe Edition),MiNd Of MiNdd,['ZAYN'],1,57320,False,0.7979999999999999,0.581,0.32,0.0105,0.206,-8.807,0.0309,110.04,0.332,50,pop,MiNd Of MiNdd (Intro)
spotify:track:0PDUDa38GO8lMxLCRc4lL1,ZAYN,Mind Of Mine (Deluxe Edition),PILLOWTALK,['ZAYN'],2,202746,True,0.117,0.584,0.7,0.0,0.0939,-4.275,0.0456,124.944,0.438,77,pop,PILLOWTALK
spotify:track:6dtWKqqdveI3YvdYJQKWWn,ZAYN,Mind Of Mine (Deluxe Edition),iT's YoU,['ZAYN'],3,226653,True,0.815,0.611,0.319,0.0151,0.108,-10.743,0.0357,124.92,0.17600000000000002,60,pop,iT's YoU
spotify:track:7ofgPlilLgcw6G7fd2zNpT,ZAYN,Mind Of Mine (Deluxe Edition),BeFoUr,['ZAYN'],4,208920,False,0.242,0.679,0.629,0.012,0.122,-7.981,0.0318,102.005,0.18600000000000005,56,pop,BeFoUr
spotify:track:48qaQk75LoWs5qgsZgbkA5,ZAYN,Mind Of Mine (Deluxe Edition),sHe,['ZAYN'],5,189960,False,0.0461,0.555,0.532,0.0,0.117,-7.349,0.0765,91.245,0.6679999999999999,55,pop,sHe
spotify:track:0TC3wZupelwzKhuueGSGZu,ZAYN,Mind Of Mine (Deluxe Edition),dRuNk,['ZAYN'],6,205786,False,0.509,0.643,0.597,9.9e-06,0.107,-8.451,0.12,119.827,0.375,56,pop,dRuNk
spotify:track:6dq1fUiJe6BiBORZtb9TxZ,ZAYN,Mind Of Mine (Deluxe Edition),INTERMISSION: fLoWer,['ZAYN'],7,104240,False,0.934,0.364,0.161,0.0712,0.11,-18.356,0.0332,118.445,0.21,47,pop,INTERMISSION: fLoWer
spotify:track:6LWS6iYUZKYHNl2VwNytpo,ZAYN,Mind Of Mine (Deluxe Edition),rEaR vIeW,['ZAYN'],8,201293,False,0.611,0.7190000000000001,0.614,1.4e-05,0.108,-5.354,0.0327,95.988,0.69,53,pop,rEaR vIeW
spotify:track:7iCeaYJSEdGWeFNTAEqUzJ,ZAYN,Mind Of Mine (Deluxe Edition),wRoNg,"['ZAYN', 'Kehlani']",9,212746,True,0.395,0.614,0.475,1.06e-06,0.265,-8.642000000000001,0.0362,99.968,0.422,62,pop,wRoNg
spotify:track:6lvsJDZ7336YmpBzcNGhbe,ZAYN,Mind Of Mine (Deluxe Edition),fOoL fOr YoU,['ZAYN'],10,202213,False,0.281,0.52,0.513,0.0,0.0976,-7.207999999999998,0.0256,77.903,0.17,67,pop,fOoL fOr YoU
spotify:track:3MpdgSxThlICp5LSsZejGf,ZAYN,Mind Of Mine (Deluxe Edition),BoRdErSz,['ZAYN'],11,239200,False,0.377,0.627,0.442,0.0319,0.0984,-9.048,0.134,91.008,0.328,54,pop,BoRdErSz
spotify:track:7xJzcq1r4F1ryMujB1Caqq,ZAYN,Mind Of Mine (Deluxe Edition),tRuTh,['ZAYN'],12,245253,False,0.833,0.479,0.425,0.000834,0.0935,-12.537,0.0994,85.20299999999997,0.162,49,pop,tRuTh
spotify:track:26PFSyfXPYz6NcWbtM5Cst,ZAYN,Mind Of Mine (Deluxe Edition),lUcOzAdE,['ZAYN'],13,252640,True,0.0792,0.8220000000000001,0.534,0.0,0.126,-8.234,0.0487,100.008,0.514,50,pop,lUcOzAdE
spotify:track:7jKdgYPDj6AxVU2wk9muN1,ZAYN,Mind Of Mine (Deluxe Edition),TiO,['ZAYN'],14,178693,False,0.0481,0.618,0.645,0.0,0.228,-5.2639999999999985,0.0434,97.654,0.221,60,pop,TiO
spotify:track:1LLIkqUK19oJXHozT5PJ3B,ZAYN,Mind Of Mine (Deluxe Edition),BLUE,['ZAYN'],15,224320,False,0.925,0.222,0.184,0.000298,0.1,-13.235,0.0335,184.171,0.156,50,pop,BLUE
spotify:track:1V7dfxBuI7pOysGAKm6w3S,ZAYN,Mind Of Mine (Deluxe Edition),BRIGHT,['ZAYN'],16,176333,True,0.233,0.504,0.458,0.00278,0.0977,-9.06,0.102,118.161,0.416,49,pop,BRIGHT
spotify:track:1zWMf9bVyhY5W3ZORbjNWt,ZAYN,Mind Of Mine (Deluxe Edition),LIKE I WOULD,['ZAYN'],17,192133,False,0.0247,0.565,0.8320000000000001,0.0,0.26,-5.732,0.114,112.827,0.233,63,pop,LIKE I WOULD
spotify:track:4MaOXwqSgiwgngbeYePmu8,ZAYN,Mind Of Mine (Deluxe Edition),SHE DON'T LOVE ME,['ZAYN'],18,255040,True,0.117,0.677,0.396,0.0,0.0888,-8.229,0.0278,102.028,0.242,51,pop,SHE DON'T LOVE ME
spotify:track:55ZcA6PazdlXjE1jO5GrzJ,Halsey,Manic,Ashley,['Halsey'],1,186187,True,0.13699999999999998,0.6629999999999999,0.531,0.0,0.146,-6.339,0.0827,125.014,0.366,73,pop,Ashley
spotify:track:66c7n8ZXmYQQeXyNVfiArc,Halsey,Manic,clementine,['Halsey'],2,234410,False,0.885,0.5329999999999999,0.4370000000000001,0.0,0.106,-7.659,0.162,143.263,0.48,70,pop,clementine
spotify:track:2ufmtcIFdFpuUYBPXK5f67,Halsey,Manic,Graveyard,['Halsey'],3,181805,False,0.231,0.667,0.583,4.48e-05,0.181,-5.127000000000002,0.0747,92.043,0.187,82,pop,Graveyard
spotify:track:7lidXGPXPYLNThITAOTlkK,Halsey,Manic,You should be sad,['Halsey'],4,205473,True,0.14300000000000002,0.591,0.585,0.0,0.109,-6.35,0.0277,110.94,0.324,91,pop,You should be sad
spotify:track:6BORJ0ZazxMBpM3cWg79Id,Halsey,Manic,Forever ...,['Halsey'],5,167904,False,0.746,0.509,0.265,1.08e-06,0.198,-9.716,0.0344,70.028,0.29100000000000004,71,pop,Forever ... (is a long time)
spotify:track:2sOOXgEGB7nhKO8mmc1GhI,Halsey,Manic,Dominic’s Interlude,"['Halsey', 'Dominic Fike']",6,76480,False,0.784,0.406,0.368,0.0,0.354,-6.31,0.0296,157.885,0.7070000000000001,70,pop,Dominic’s Interlude
spotify:track:35FjZytt5TukIgJD86UybL,Halsey,Manic,I HATE EVERYBODY,['Halsey'],7,171015,False,0.13699999999999998,0.679,0.197,0.0,0.0887,-7.0779999999999985,0.0331,79.50399999999998,0.5589999999999999,72,pop,I HATE EVERYBODY
spotify:track:1OfLNb6dQ9dra1B58iT9Ex,Halsey,Manic,3am,['Halsey'],8,234858,True,0.00906,0.385,0.871,0.0,0.579,-4.604,0.0795,189.76,0.5379999999999999,74,pop,3am
spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,Halsey,Manic,Without Me,['Halsey'],9,201660,True,0.297,0.752,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,0.5329999999999999,76,pop,Without Me
spotify:track:42SOtYBdnfj9zEdZSlAq5k,Halsey,Manic,Finally // beautiful stranger,['Halsey'],10,221095,False,0.051,0.626,0.55,0.0,0.118,-5.105,0.029,133.976,0.123,71,pop,Finally // beautiful stranger
spotify:track:6ZmwwHYtun94UOdFWWgdif,Halsey,Manic,Alanis’ Interlude,"['Halsey', 'Alanis Morissette']",11,161155,True,0.00947,0.705,0.89,0.0,0.14,-4.356,0.0555,94.013,0.45,69,pop,Alanis’ Interlude
spotify:track:1H3Okhf16ttAICZF7zgDko,Halsey,Manic,killing boys,['Halsey'],12,143364,True,0.243,0.685,0.898,0.000103,0.377,-5.796,0.18600000000000005,139.993,0.684,71,pop,killing boys
spotify:track:1ZoQVu9XBssJBdeKMgF2eV,Halsey,Manic,SUGA's Interlude,"['Halsey', 'SUGA', 'BTS']",13,138204,False,0.0864,0.55,0.732,0.0,0.0425,-6.88,0.105,153.836,0.246,69,pop,SUGA's Interlude
spotify:track:3jgHKbpswygyOMipFz06RQ,Halsey,Manic,More,['Halsey'],14,153089,False,0.635,0.399,0.224,0.0,0.0836,-11.19,0.119,170.795,0.172,70,pop,More
spotify:track:2Mfv5HaqnI18Q9JRv9hqnn,Halsey,Manic,Still Learning,['Halsey'],15,211784,False,0.0396,0.708,0.6609999999999999,0.000244,0.113,-6.542999999999998,0.0546,102.046,0.317,79,pop,Still Learning
spotify:track:1ed6Wdjk7gkxI2lIYjAoJ2,Halsey,Manic,929,['Halsey'],16,174806,True,0.935,0.642,0.317,0.0,0.207,-9.325,0.155,150.15200000000004,0.617,71,pop,929
spotify:track:7gBHiMoHNnPCqt1YR7sM2P,Halsey,hopeless fountain kingdom (Deluxe),The Prologue,['Halsey'],1,107684,False,0.525,0.495,0.463,1.4800000000000002e-05,0.102,-10.54,0.0374,38.017,0.13699999999999998,47,pop,The Prologue
spotify:track:5EBvHC0SGFJDenBJafqOX4,Halsey,hopeless fountain kingdom (Deluxe),100 Letters,['Halsey'],2,209980,False,0.155,0.745,0.713,0.0,0.0653,-5.129,0.0896,110.052,0.376,56,pop,100 Letters
spotify:track:2WQn7Yvs728KZmmY6tgWqH,Halsey,hopeless fountain kingdom (Deluxe),Eyes Closed,['Halsey'],3,202438,False,0.0179,0.581,0.684,1.93e-05,0.0849,-4.962,0.0429,129.966,0.0397,62,pop,Eyes Closed
spotify:track:2zRiYzBzeabQQ16BK3c6jk,Halsey,hopeless fountain kingdom (Deluxe),Heaven In Hiding,['Halsey'],4,207173,True,0.0957,0.55,0.8740000000000001,0.0,0.0618,-3.954,0.136,117.926,0.476,61,pop,Heaven In Hiding
spotify:track:2Te14aSrBgFj1CE2sBBVMX,Halsey,hopeless fountain kingdom (Deluxe),Alone,['Halsey'],5,205660,False,0.0184,0.602,0.7240000000000001,0.0,0.606,-3.469,0.0352,100.064,0.451,60,pop,Alone
spotify:track:7i2DJ88J7jQ8K7zqFX2fW8,Halsey,hopeless fountain kingdom (Deluxe),Now Or Never,['Halsey'],6,214801,False,0.107,0.67,0.585,1.11e-06,0.131,-4.8610000000000015,0.0354,110.03,0.447,70,pop,Now Or Never
spotify:track:44n97yHySt0Z9rqPaXgjCK,Halsey,hopeless fountain kingdom (Deluxe),Sorry,['Halsey'],7,220540,False,0.913,0.513,0.25,0.0,0.117,-9.376,0.0367,74.10300000000002,0.35100000000000003,75,pop,Sorry
spotify:track:6Ck8Lq4srTWQP1PXZ9P8aZ,Halsey,hopeless fountain kingdom (Deluxe),Good Mourning,['Halsey'],8,67579,False,0.713,0.629,0.53,0.0274,0.412,-9.943,0.0556,99.806,0.78,48,pop,Good Mourning
spotify:track:3BRO4QR9ZDj9Ae3VtbjeUr,Halsey,hopeless fountain kingdom (Deluxe),Lie,"['Halsey', 'Quavo']",9,149106,False,0.131,0.361,0.468,9.78e-06,0.175,-5.276,0.0343,150.572,0.04,58,pop,Lie
spotify:track:5ln5yQdUywVbf8HhFsOcd6,Halsey,hopeless fountain kingdom (Deluxe),Walls Could Talk,['Halsey'],10,101789,True,0.128,0.626,0.423,0.0,0.18,-6.035,0.0513,95.162,0.5710000000000001,72,pop,Walls Could Talk
spotify:track:7y9iMe8SOB6z3NoHE2OfXl,Halsey,hopeless fountain kingdom (Deluxe),Bad At Love,['Halsey'],11,181279,False,0.0604,0.675,0.7509999999999999,0.0,0.0893,-3.539,0.0296,118.384,0.612,75,pop,Bad At Love
spotify:track:7hHTbI9DRg8u9oJ92RQJkw,Halsey,hopeless fountain kingdom (Deluxe),Don’t Play,['Halsey'],12,210761,True,0.0566,0.721,0.7090000000000001,3.950000000000001e-05,0.0686,-7.939,0.0486,99.961,0.341,56,pop,Don’t Play
spotify:track:11EDhDAVDtGPoSar6ootYA,Halsey,hopeless fountain kingdom (Deluxe),Strangers,"['Halsey', 'Lauren Jauregui']",13,221205,False,0.01,0.69,0.784,4.08e-05,0.22,-4.724,0.056,109.969,0.284,65,pop,Strangers
spotify:track:4vTsOYAocjaslUONkx2YS3,Halsey,hopeless fountain kingdom (Deluxe),Angel On Fire,['Halsey'],14,194904,False,0.254,0.505,0.6970000000000001,0.0,0.158,-5.479,0.0406,96.938,0.208,53,pop,Angel On Fire
spotify:track:2bDXmdP23tCK9uj8e2o3ya,Halsey,hopeless fountain kingdom (Deluxe),Devil In Me,['Halsey'],15,249239,False,0.0634,0.581,0.71,0.0,0.0732,-5.245,0.0348,106.04,0.188,59,pop,Devil In Me
spotify:track:0FV5UJ3aGray3oeNBpJ8oc,Halsey,hopeless fountain kingdom (Deluxe),Hopeless,"['Halsey', 'Cashmere Cat']",16,187241,False,0.617,0.444,0.47,0.0,0.0861,-6.897,0.0611,89.945,0.16399999999999998,54,pop,Hopeless
spotify:track:16w8ZGVSjI4TlTLV8VimBY,Halsey,BADLANDS (Deluxe),Castle,['Halsey'],1,277623,False,0.25,0.626,0.5710000000000001,0.0,0.0946,-7.461,0.0327,129.959,0.16399999999999998,67,pop,Castle
spotify:track:4U38hORPx8SsUAXGumsUYN,Halsey,BADLANDS (Deluxe),Hold Me Down,['Halsey'],2,204785,False,0.279,0.677,0.7440000000000001,0.0,0.119,-4.512,0.0882,145.928,0.531,63,pop,Hold Me Down
spotify:track:3UhxppZQkfk9WniMtjpESF,Halsey,BADLANDS (Deluxe),New Americana,['Halsey'],3,183808,False,0.0113,0.339,0.7070000000000001,0.0,0.337,-5.121,0.0428,173.993,0.359,58,pop,New Americana
spotify:track:3ek4HgBlmvkTWgfT5sTSe9,Halsey,BADLANDS (Deluxe),Drive,['Halsey'],4,258764,False,0.239,0.5710000000000001,0.585,0.00016,0.133,-8.392000000000001,0.0494,113.973,0.29100000000000004,60,pop,Drive
spotify:track:5Dg2h1wsm7ZijCo0yLmbvR,Halsey,BADLANDS (Deluxe),Hurricane,['Halsey'],5,223081,False,0.00823,0.586,0.83,0.0028,0.348,-5.375,0.0416,120.017,0.486,62,pop,Hurricane
spotify:track:6s8PRmROPJHlqZmu9Bbviz,Halsey,BADLANDS (Deluxe),Roman Holiday,['Halsey'],6,201549,False,0.0322,0.431,0.836,2.34e-05,0.105,-4.428,0.0395,74.473,0.75,58,pop,Roman Holiday
spotify:track:5dcYoYFAXh0f0qI05AoufB,Halsey,BADLANDS (Deluxe),Ghost,['Halsey'],7,153656,False,0.0529,0.57,0.606,0.000727,0.134,-8.085,0.129,95.038,0.212,63,pop,Ghost
spotify:track:4FqMPJlvfY5Nfo3gRKcNxl,Halsey,BADLANDS (Deluxe),Colors,['Halsey'],8,249499,False,0.0534,0.512,0.812,0.0,0.092,-4.809,0.0617,100.02,0.521,61,pop,Colors
spotify:track:2FBkPf8hS5Jam6YEnV8DBF,Halsey,BADLANDS (Deluxe),Colors pt. II,['Halsey'],9,96475,False,0.0179,0.585,0.634,0.633,0.146,-8.363999999999999,0.0507,94.969,0.453,53,pop,Colors pt. II
spotify:track:6zQq3TrWnilO8SR1fgvTeD,Halsey,BADLANDS (Deluxe),Strange Love,['Halsey'],10,247282,True,0.00212,0.605,0.8490000000000001,0.000372,0.192,-4.761,0.043,89.993,0.599,59,pop,Strange Love
spotify:track:4lKXjLzAV0Nxwln8MxHVtQ,Halsey,BADLANDS (Deluxe),Coming Down,['Halsey'],11,223299,False,0.436,0.625,0.753,0.00273,0.3670000000000001,-5.983,0.166,88.956,0.539,58,pop,Coming Down
spotify:track:1r1WtSrPbAOYHE7zwq4eqK,Halsey,BADLANDS (Deluxe),Haunting,['Halsey'],12,260797,False,0.015,0.461,0.696,0.000491,0.21,-5.752000000000002,0.0486,180.00599999999997,0.311,59,pop,Haunting
spotify:track:2IO7yf562c1zLzpanal1DT,Halsey,BADLANDS (Deluxe),Gasoline,['Halsey'],13,199593,True,0.223,0.731,0.58,0.0,0.129,-7.3279999999999985,0.0399,119.997,0.319,72,pop,Gasoline
spotify:track:3SKzTIl9mW0DadTys9SFo3,Halsey,BADLANDS (Deluxe),Control,['Halsey'],14,214761,False,0.399,0.5489999999999999,0.675,0.0,0.181,-5.6370000000000005,0.0332,119.898,0.206,69,pop,Control
spotify:track:5x2XIAdvFxWCwIOMNkbWUj,Halsey,BADLANDS (Deluxe),Young God,['Halsey'],15,180088,True,0.324,0.449,0.599,4.09e-06,0.114,-6.509,0.0405,119.868,0.198,60,pop,Young God
spotify:track:36dfGEKTGHxLmdNIYr0VTi,Halsey,BADLANDS (Deluxe),I Walk The Line,['Halsey'],16,165213,False,0.0556,0.5,0.633,0.0,0.311,-6.251,0.0414,119.901,0.195,55,pop,I Walk The Line
